Reaction #,Plate,Rxn_Plate_Col,Rxn_Plate_Row,Prod_Smiles,Rxn_Plate,Product_theoretical_umol,Target Mass,ArX_ID,ArX_Smiles,ArX_umol,ArX_equiv,ArX_conc_M,ArX_nL,Acid_ID,Acid_Smiles,Acid_umol,Acid_equiv,Acid_conc_M,Acid_nL,Additive_ID,Additive_Smiles,Additive_umol,Additive_equiv,Additive_conc_M,Additive_nL,Solvent_ID,Solvent_nL,Solvent_Smiles,Quench_Solvent1_ID,Quench_Solvent1_Smiles,Quench_Solvent1_uL,Quench_Additive1_ID,Quench_Additive1_Smiles,Quench_Additive1_conc_M,Solution_Photocatalyst_ID,Solution_Photocatalyst_Smiles,Solution_Photocatalyst_umol,Solution_Photocatalyst_equiv_rel_to_solute,Solution_Photocatalyst_conc,Solution_Photocatalyst_solute,Solution_Ligand_ID,Solution_Ligand_Smiles,Solution_Ligand_umol,Solution_Ligand_equiv_rel_to_solute,Solution_Ligand_conc,Solution_Ligand_solute,Solution_Catalyst_ID,Solution_Catalyst_Smiles,Solution_Catalyst_umol,Solution_Catalyst_equiv_rel_to_solute,Solution_Catalyst_conc,Solution_Catalyst_solute,Solution_Base_ID,Solution_Base_Smiles,Solution_Base_umol,Solution_Base_equiv_rel_to_solute,Solution_Base_conc,Solution_Base_solute,UV210_Prod AreaAbs,reaction_smiles
1295,2,46,11,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00043008,c1ccnc(c1)NC=O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,7649.04276,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=CNc1ccccn1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1296,2,48,11,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00025852,COc1ccc(cc1)NC(=O)OC,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,12588.15724,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)Nc1ccc(OC)cc1.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1297,2,2,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD01249337,c1cnc(nc1)NN,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,1534.73324,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.NNc1ncccn1.O=C(O)C1CCCCC1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1298,2,4,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00017556,c1cc(sc1)CC(=O)N,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,7999.20377,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.NC(=O)Cc1cccs1.O=C(O)C1CCCCC1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1299,2,6,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD08704814,C1CNC(=O)CC1=O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,2615.45454,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=C1CCNC(=O)C1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1300,2,8,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00006901,c1ccc2c(c1)ccnc2C(=O)O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,493.62396,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=C(O)c1nccc2ccccc12>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1301,2,10,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00016861,CC(COc1ccccc1)O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,7645.32168,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(O)COc1ccccc1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1302,2,12,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00068731,c1ccc(cc1)CSc2[nH]nnn2,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,4791.66214,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.c1ccc(CSc2nnn[nH]2)cc1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1303,2,14,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD02669592,c1cc(oc1)C(=O)c2[nH]ccn2,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,1297.27301,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=C(c1ncc[nH]1)c1ccco1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1304,2,16,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00022868,c1ccc2c(c1)[nH]c(=O)s2,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,253.52183,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=c1[nH]c2ccccc2s1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1305,2,18,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00003089,CC(=O)c1cccn1C,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,11973.47407,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(=O)c1cccn1C.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1306,2,20,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00002985,C(CCCO)CCO,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,14318.98337,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.OCCCCCCO>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1307,2,22,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00156151,c1cnoc1C(=O)O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,1696.49246,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=C(O)c1ccno1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1308,2,24,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00051636,c1ccc2c(c1)cc(s2)C(=O)O,0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,1477.53332,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=C(O)c1cc2ccccc2s1>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
1309,2,26,13,c1ccc(cc1)c2cc(cnc2)C3CCCCC3,16hr_25C,0.1,237.151749613,MFCD04114223,c1ccc(cc1)c2cc(cnc2)Br,0.1,1,0.3,333.33333333333337,MFCD00001461,C1CCC(CC1)C(=O)O,0.15,1.5,1,150,MFCD00005683,c1cc2cc[nH]c2c(c1)[N+](=O)[O-],0.1,1,0.2,500,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9,Acetic Acid,CC(=O)O,0.1,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.02,Neat,ArX,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,0.15,Neat,ArX,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,Neat,ArX,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,0.0,Brc1cncc(-c2ccccc2)c1.CC(=O)O.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CN(C)C(=NC(C)(C)C)N(C)C.COCCOC.CS(C)=O.CS(C)=O.Cl[Ni]Cl.F[P-](F)(F)(F)(F)F.Fc1cc(F)c(-c2ccc(C(F)(F)F)cn2)c([Ir+]c2cc(F)cc(F)c2-c2ccc(C(F)(F)F)cn2)c1.O=C(O)C1CCCCC1.O=[N+]([O-])c1cccc2cc[nH]c12>>c1ccc(-c2cncc(C3CCCCC3)c2)cc1
